gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end
C6orf52	chr6	10671418	10694797	-	10694556	10694609
C6orf58	chr6	127519455	127591820	+	127577173	127577223
C6orf62	chr6	24704861	24719998	-	24719948	24719998
C6orf89	chr6	36871870	36928964	+	36885853	36885903
C7	chr5	40909497	40984643	+	40972402	40972452
C7orf25	chr7	42909273	42912305	-	42912040	42912090
C7orf26	chr7	6590021	6608726	+	6600036	6600086
C7orf31	chr7	25134692	25180356	-	25180306	25180356
C7orf33	chr7	148590766	148615860	+	148590564	148590614
C7orf50	chr7	996986	1138260	-	1138207	1138260
C7orf57	chr7	48035511	48061304	+	48035510	48035579
C7orf61	chr7	100456620	100464260	-	100463823	100463873
C8G	chr9	136945185	136946975	+	136945260	136945310
C8orf33	chr8	145052465	145066685	+	145052464	145052514
C8orf34	chr8	68330955	68819023	+	68331224	68331274
C8orf48	chr8	13566869	13568288	+	13566842	13566892
C8orf58	chr8	22599599	22604150	+	22599824	22599874
C8orf74	chr8	10672628	10700590	+	10674645	10674695
C8orf76	chr8	123219967	123241377	-	123231542	123231592
C8orf82	chr8	144525733	144529132	-	144528506	144528556
C8orf88	chr8	90958471	90985238	-	90985207	90985257
C8orf89	chr8	73241331	73259530	-	73259452	73259502
C9	chr5	39284140	39424868	-	39371242	39371290
C9orf116	chr9	135495181	135501734	-	135500468	135500518
C9orf131	chr9	35041095	35045986	+	35041141	35041191
C9orf152	chr9	110190048	110208159	-	110208139	110208189
C9orf153	chr9	86220265	86259657	-	86229580	86229630
C9orf24	chr9	34379019	34397828	-	34381525	34381600
C9orf40	chr9	74946583	74952912	-	74952836	74952886
C9orf43	chr9	113410054	113429690	+	113410053	113410103
C9orf50	chr9	129612225	129620776	-	129620693	129620743
C9orf57	chr9	72051376	72072721	-	72072671	72072721
C9orf64	chr9	83938311	83956986	-	83956667	83956717
C9orf72	chr9	27535640	27573866	-	27573430	27573450
C9orf78	chr9	129827290	129835863	-	129830635	129830685
C9orf85	chr9	71911510	71986054	+	71911509	71911559
CA1	chr8	85327608	85379014	-	85338251	85338295
CA10	chr17	51630313	52160017	-	52158013	52158063
CA11	chr19	48637946	48646187	-	48639088	48639138
CA12	chr15	63321378	63381846	-	63381796	63381846
CA13	chr8	85220587	85284073	+	85220586	85220636
CA2	chr8	85463968	85481493	+	85463967	85464052
CA3	chr8	85373436	85449040	+	85373435	85373468
CA4	chr17	60149942	60170899	+	60157731	60157781
CA5A	chr16	87881546	87936580	-	87936479	87936529
CA7	chr16	66844414	66854153	+	66844931	66844981
CA8	chr8	60185412	60281400	-	60232623	60232673
CA9	chr9	35673928	35681159	+	35676162	35676206
CAAP1	chr9	26840685	26892803	-	26892754	26892804
CAB39	chr2	230712842	230821075	+	230713547	230713597
CAB39L	chr13	49308650	49444064	-	49351077	49351127
CABCOCO1	chr10	61662929	61766766	+	61662960	61663010
CABIN1	chr22	24065455	24065991	+	24156532	24156576
CABLES1	chr18	23134564	23260470	+	23136458	23136542
CABLES2	chr20	62388634	62407285	-	62396314	62396331
CABP1	chr12	120640626	120667324	+	120650084	120650134
CABP2	chr11	67518912	67524517	-	67523346	67523396
CABP4	chr11	67452406	67461752	+	67452418	67452468
CABP5	chr19	48029383	48044079	-	48043859	48043881
CABP7	chr22	29720003	29731833	+	29720083	29720133
CABS1	chr4	70334981	70337116	+	70334965	70335015
CABYR	chr18	24138987	24161600	+	24159815	24159865
CACFD1	chr9	133459965	133470848	+	133459986	133460036
CACNA1A	chr19	13206442	13633025	-	13253030	13253080
CACNA1B	chr9	137877782	138124624	+	137877788	137877838
CACNA1C	chr12	1970772	2697950	+	2053297	2053347
CACNA1D	chr3	53328963	53813733	+	53494655	53494705
CACNA1G	chr17	50560715	50627474	+	50561459	50561509
CACNA1H	chr16	1153106	1221771	+	1195028	1195078
CACNA1I	chr22	39570753	39689735	+	39570752	39570802
CACNA2D1	chr7	81946444	82443777	-	81964232	81964282
CACNA2D2	chr3	50362613	50504244	-	50365732	50365782
CACNA2D3	chr3	54122547	55074557	+	54272773	54272823
CACNA2D4	chr12	1791963	1918666	-	1918616	1918666
CACNB1	chr17	39173453	39197703	-	39178220	39178270
CACNB2	chr10	18140424	18543557	+	18340921	18340971
CACNB3	chr12	48813794	48828941	+	48825114	48825164
CACNB4	chr2	151832771	152099167	-	151973890	152098721
CACNG1	chr17	67044554	67056797	+	67044589	67044639
CACNG2	chr22	36560857	36703752	-	36703508	36703558
CACNG3	chr16	24256335	24362412	+	24255552	24255602
CACNG4	chr17	66964707	67033398	+	66964909	66964959
CACNG5	chr17	66835117	66894751	+	66835116	66835166
CACNG6	chr19	53991637	54012666	+	53992287	53992337
CACNG7	chr19	53909278	53943950	+	53912736	53912786
CACNG8	chr19	53962937	53990215	+	53963039	53963089
CACTIN	chr19	3610645	3626815	-	3613488	3613538
CACUL1	chr10	118674167	118755249	-	118691515	118691565
CAD	chr2	27217369	27243943	+	27235632	27235640
CADM1	chr11	115169218	115504957	-	115504365	115504415
CADM2	chr3	84958989	86074429	+	84958980	84959030
CADM4	chr19	43622368	43639850	-	43639789	43639839
CADPS	chr3	62398346	62875416	-	62466631	62466681
CADPS2	chr7	122318411	122886759	-	122438340	122438376
CAGE1	chr6	7326656	7389742	-	7389352	7389406
CALB1	chr8	90058608	90095475	-	90095425	90095475
CALB2	chr16	71358713	71390436	+	71385342	71385392
CALCA	chr11	14966668	14972351	-	14972223	14972354
CALCB	chr11	14904997	15082342	+	15073561	15073611
CALCOCO1	chr12	53708517	53727745	-	53727417	53727467
CALCOCO2	chr17	48831018	48866522	+	48851100	48851150
CALCR	chr7	93424486	93574730	-	93559760	93559810
CALCRL	chr2	187341964	187448460	-	187448203	187448253
CALD1	chr7	134744252	134970729	+	134779419	134779469
CALHM1	chr10	103453240	103458900	-	103458838	103458888
CALHM2	chr10	103446786	103452402	-	103452341	103452402
CALHM3	chr10	103472804	103479240	-	103479190	103479240
CALHM4	chr6	116529013	116561127	+	116529045	116529095
CALHM5	chr6	116511639	116524788	+	116511645	116511695
CALHM6	chr6	116461370	116463771	+	116462466	116462516
CALM1	chr14	90396502	90408268	+	90399977	90400027
CALM2	chr2	47160084	47176921	-	47176461	47176511
CALM3	chr19	46601074	46610782	+	46601329	46601379
CALML3	chr10	5524961	5526771	+	5524008	5524058
CALML4	chr15	68190705	68206079	-	68197700	68197750
CALML5	chr10	5498697	5499570	-	5499505	5499555
CALN1	chr7	71779491	72447151	-	71810445	71810495
CALR	chr19	12938578	12944489	+	12938577	12938656
CALR3	chr19	16479061	16496167	-	16496069	16496192
CALU	chr7	128739292	128773400	+	128739341	128739391
CALY	chr10	133324072	133336935	-	133336857	133336907
CAMK1	chr3	9757347	9769992	-	9757997	9758047
CAMK1D	chr10	12349547	12835545	+	12349732	12349782
CAMK2A	chr5	150219491	150290093	-	150265347	150289787
CAMK2B	chr7	44217150	44334577	-	44323912	44323962
CAMK2D	chr4	113418054	113761927	-	113761080	113761130
CAMK2G	chr10	73812501	73874591	-	73847987	73848018
CAMK2N2	chr3	184259213	184261553	-	184261413	184261463
CAMK4	chr5	111223653	111494886	+	111357960	111358010
CAMKK1	chr17	3860315	3894891	-	3894841	3894891
CAMKK2	chr12	121237675	121298308	-	121297513	121297563
CAMKMT	chr2	44361947	44772592	+	44372747	44372797
CAMKV	chr3	49857988	49869935	-	49869881	49869935
CAMLG	chr5	134738495	134752157	+	134738500	134738550
CAMP	chr3	48223347	48225491	+	48223346	48223396
CAMSAP1	chr9	135808487	135907546	-	135907178	135907228
CAMSAP3	chr19	7595863	7618304	+	7595901	7595951
CAMTA2	chr17	4967992	4987675	-	4978519	4978569
CAND1	chr12	67269358	67319953	+	67294954	67295004
CAND2	chr3	12796472	12871916	+	12796671	12796721
CANT1	chr17	78991716	79009867	-	79009743	79009802
CANX	chr5	179678628	179731641	+	179698943	179698993
CAP2	chr6	17393595	17557780	+	17393711	17393746
CAPG	chr2	85394753	85418432	-	85413992	85414042
CAPN1	chr11	65180566	65212006	+	65181193	65181243
CAPN10	chr2	240586734	240617705	+	240586870	240586920
CAPN11	chr6	44158811	44184401	+	44176550	44176600
CAPN12	chr19	38730187	38769904	-	38744122	38744172
CAPN13	chr2	30722771	30820542	-	30751176	30751226
CAPN14	chr2	31173056	31233858	-	31233808	31233858
CAPN15	chr16	527712	554636	+	527822	527872
CAPN3	chr15	42359498	42412949	+	42402417	42402467
CAPN5	chr11	77066961	77126155	+	77084964	77085014
CAPN7	chr3	15206152	15252916	+	15206151	15206201
CAPNS1	chr19	36139953	36150353	+	36140109	36140157
CAPNS2	chr16	55566684	55567687	+	55566671	55566721
CAPRIN1	chr11	34051731	34102610	+	34096159	34096209
CAPRIN2	chr12	30709552	30823302	-	30754838	30754888
CAPS	chr19	5912339	5916211	+	5914271	5914309
CAPS2	chr12	75275979	75390928	-	75390878	75390928
CAPSL	chr5	35904288	35938779	-	35938585	35938635
CAPZA2	chr7	116811070	116922049	+	116862586	116862636
CAPZA3	chr12	18738119	18739188	+	18738100	18738150
CARD10	chr22	37490362	37519542	-	37512191	37512241
CARD11	chr7	2906142	3043867	-	2922990	2923040
CARD14	chr17	80169992	80209331	+	80170033	80170056
CARD16	chr11	105041326	105101431	-	105101407	105101431
CARD18	chr11	105137714	105531697	-	105139719	105139726
CARD19	chr9	93096217	93113283	+	93096217	93096267
CARD6	chr5	40841308	40860175	+	40841183	40841233
CARD8	chr19	48180770	48255946	-	48255896	48255946
CARD9	chr9	136361903	136373681	-	136373631	136373681
CARF	chr2	202912214	202988263	+	202912244	202912304
CARHSP1	chr16	8852942	8869012	-	8868351	8868401
CARM1	chr19	10871553	10923075	+	10871595	10871645
CARMIL1	chr6	25279078	25620530	+	25279427	25279477
CARMIL2	chr16	67644988	67657569	+	67645164	67645214
CARMIL3	chr14	24052009	24069729	+	24051999	24052049
CARNMT1	chr9	74980790	75028423	-	75028373	75028423
CARNS1	chr11	67414968	67425607	+	67415677	67415727
CARS1	chr11	3000922	3057613	-	3040038	3040088
CARS2	chr13	110641412	110713603	-	110712436	110712486
CARTPT	chr5	71719275	71721048	+	71719578	71719628
CASC3	chr17	40140318	40172171	+	40161796	40161846
CASD1	chr7	94509219	94557019	+	94553851	94553901
CASKIN1	chr16	2177180	2196605	-	2184970	2185020
CASKIN2	chr17	75500261	75515537	-	75507585	75507635
CASP1	chr11	105025443	105035250	-	105035106	105035157
CASP10	chr2	201182898	201229406	+	201183111	201183161
CASP14	chr19	15049480	15058293	+	15054901	15054951
CASP2	chr7	143288215	143307696	+	143291617	143291667
CASP3	chr4	184627696	184649509	-	184649459	184649509
CASP4	chr11	104942866	104969366	-	104968531	104968581
CASP5	chr11	104994235	105023168	-	105023129	105023143
CASP6	chr4	109688622	109703583	-	109697729	109697779
CASP7	chr10	113679162	113730907	+	113679161	113679211
CASP8	chr2	201233443	201287711	+	201260499	201260549
CASP8AP2	chr6	89829894	89874436	+	89829893	89829934
CASR	chr3	122183668	122291629	+	122183682	122184383
CASS4	chr20	56412112	56460387	+	56412111	56412161
CAST	chr5	96525267	96779595	+	96702788	96702855
CASTOR1	chr22	30285117	30289622	-	30289519	30289569
CASTOR2	chr7	74964705	75031528	+	75007887	75007937
CAT	chr11	34438934	34472060	+	34470713	34470763
CATIP	chr2	218356857	218368099	+	218357484	218357534
CATSPER1	chr11	66016752	66026479	-	66026467	66026517
CATSPER2	chr15	43628503	43668118	-	43668068	43668118
CATSPER3	chr5	134967907	135011696	+	134967905	134967955
CATSPERB	chr14	91580696	91780707	-	91732009	91732059
CATSPERD	chr19	5720637	5778734	+	5720676	5720726
CATSPERG	chr19	38335775	38370943	+	38335817	38335867
CATSPERZ	chr11	64300358	64304770	+	64300445	64300495
CAV1	chr7	116524994	116561179	+	116525000	116525050
CAV2	chr7	116287380	116508541	+	116289912	116289962
CAV3	chr3	8733802	8841808	+	8733865	8733915
CAVIN1	chr17	42402449	42423256	-	42423467	42423517
CAVIN2	chr2	191834310	191847088	-	191847205	191847255
CAVIN3	chr11	6318946	6320532	-	6320482	6320532
CAVIN4	chr9	100578079	100588389	+	100578078	100578128
CBARP	chr19	1228287	1238027	-	1237770	1237846
CBFA2T2	chr20	33490075	33650036	+	33619564	33619606
CBFA2T3	chr16	88874858	88977207	-	88941150	88941200
CBFB	chr16	67028984	67101058	+	67082084	67082134
CBL	chr11	119206298	119313926	+	119206297	119206349
CBLB	chr3	105655461	105869552	-	105869372	105869422
CBLC	chr19	44777869	44800652	+	44777868	44777918
CBLIF	chr11	59829273	59845499	-	59841271	59841321
CBLL1	chr7	107743949	107761667	+	107744141	107744176
CBLN1	chr16	49277917	49281838	-	49281432	49281482
CBLN2	chr18	72536680	72638521	-	72638471	72638521
CBLN3	chr14	24426545	24430954	-	24430904	24430954
CBLN4	chr20	55997357	56005519	-	56005422	56005472
CBR1	chr21	36069941	36073166	+	36070014	36070064
CBR3	chr21	36135079	36146562	+	36134911	36134961
CBR4	chr4	168863770	169010275	-	169010030	169010080
CBS	chr21	43053191	43076943	-	43058891	43058941
CBWD1	chr9	121038	179147	-	179008	179058
CBWD2	chr2	113437691	113496204	+	113481517	113481567
CBWD3	chr9	68232003	68300035	+	68256920	68256970
CBWD5	chr9	65668805	65734041	+	65675924	65675974
CBWD6	chr9	41131306	41199261	-	41183563	41183574
CBX1	chr17	48070052	48101478	-	48101329	48101379
CBX2	chr17	79778148	79787983	+	79778131	79778243
CBX3	chr7	26201162	26213607	+	26206367	26206417
CBX4	chr17	79833156	79839440	-	79839363	79839413
CBX5	chr12	54230942	54280133	-	54259542	54259592
CBX6	chr22	38861422	38872249	-	38872199	38872249
CBX7	chr22	39120167	39152680	-	39152490	39152540
CBX8	chr17	79792132	79801683	-	79801483	79801533
CBY1	chr22	38656636	38673850	+	38656635	38656685
CBY2	chr13	45702320	45714559	+	45702310	45702360
CBY3	chr5	179679544	179682019	-	179680924	179680974
CC2D1A	chr19	13906201	13930879	+	13920276	13920326
CC2D2A	chr4	15469865	15601552	+	15595871	15595921
CC2D2B	chr10	95907603	96033745	+	96000125	96000175
CCAR1	chr10	68721012	68792377	+	68773058	68773099
CCAR2	chr8	22604757	22620964	+	22604762	22604812
CCBE1	chr18	59430939	59697662	-	59666112	59697380
CCDC102A	chr16	57512181	57536571	-	57536549	57536599
CCDC102B	chr18	68715209	69055189	+	68715274	68715324
CCDC103	chr17	44899142	44905390	+	44899711	44899788
CCDC105	chr19	15010726	15023276	+	15010743	15010793
CCDC106	chr19	55641062	55653161	+	55648232	55648277
CCDC107	chr9	35658290	35661511	+	35658289	35658339
CCDC110	chr4	185445182	185471752	-	185471709	185471759
CCDC112	chr5	115267190	115296693	-	115296573	115296623
CCDC113	chr16	58231157	58283836	+	58249935	58250001
CCDC115	chr2	130337933	130342699	-	130342085	130342135
CCDC116	chr22	21632716	21637329	+	21632717	21632778
CCDC117	chr22	28772674	28789301	+	28772673	28772753
CCDC12	chr3	46921726	46982010	-	46924109	46924159
CCDC121	chr2	27625638	27629012	-	27628962	27629012
CCDC122	chr13	43823909	43879740	-	43879677	43879727
CCDC124	chr19	17933015	17943991	+	17933015	17933048
CCDC125	chr5	69281282	69332741	-	69332764	69332809
CCDC126	chr7	23597382	23644708	+	23597514	23597564
CCDC127	chr5	196868	218153	-	218165	218215
CCDC13	chr3	42705756	42773253	-	42773203	42773253
CCDC134	chr22	41800679	41832164	+	41800678	41800728
CCDC136	chr7	128790757	128822132	+	128801185	128801259
CCDC137	chr17	81666737	81673904	+	81667768	81667818
CCDC138	chr2	108786757	108885477	+	108786756	108786810
CCDC14	chr3	123897305	123961408	-	123949263	123949313
CCDC141	chr2	178829757	179050137	-	178926615	178926665
CCDC142	chr2	74471986	74483408	-	74482946	74482996
CCDC144A	chr17	16689537	16777881	+	16690324	16690374
CCDC146	chr7	77122434	77329533	+	77282591	77282641
CCDC148	chr2	158171073	158456753	-	158456703	158456753
CCDC149	chr4	24806117	24980204	-	24912904	24912954
CCDC15	chr11	124954121	125041489	+	125038072	125038122
CCDC150	chr2	196639554	196763490	+	196719278	196719328
CCDC152	chr5	42756818	42802439	+	42756817	42756867
CCDC153	chr11	119190250	119196769	-	119195824	119195874
CCDC154	chr16	1434383	1444556	-	1435258	1435308
CCDC157	chr22	30356635	30378673	+	30357000	30357050
CCDC158	chr4	76312997	76421868	-	76407273	76407323
CCDC159	chr19	11344684	11354944	+	11346504	11346554
CCDC166	chr8	143693701	143695116	-	143708059	143708109
CCDC167	chr6	37482938	37499893	-	37499872	37499922
CCDC168	chr13	102729367	102759072	-	102759020	102759070
CCDC169	chr13	36222008	36297840	-	36297774	36297837
CCDC169-SOHLH2	chr13	36168794	36297842	-	36297792	36297842
CCDC170	chr6	151494017	151621193	+	151593027	151593077
CCDC171	chr9	15553043	16061663	+	15777767	15777817
CCDC172	chr10	116324448	116380029	+	116324427	116324477
CCDC174	chr3	14651762	14672659	+	14651745	14651795
CCDC175	chr14	59504539	59576812	-	59510663	59510713
CCDC177	chr14	69569799	69574871	-	69574787	69574837
CCDC178	chr18	32937402	33441101	-	33136027	33136077
CCDC179	chr11	22846922	22860474	-	22860376	22860426
CCDC180	chr9	97307304	97378751	+	97362294	97362344
CCDC182	chr17	57744495	57745299	-	57745262	57745312
CCDC183	chr9	136796338	136807741	+	136799886	136799936
CCDC184	chr12	48183644	48185926	+	48183583	48183633
CCDC186	chr10	114120862	114174232	-	114174170	114174220
CCDC187	chr9	136249973	136306901	-	136304049	136304099
CCDC188	chr22	20148416	20151055	-	20151015	20151065
CCDC191	chr3	113964137	114056594	-	114056499	114056549
CCDC192	chr5	127703391	127941507	+	127703389	127703439
CCDC194	chr19	17390509	17394158	-	17392234	17392284
CCDC196	chr14	66411704	66498677	+	66486666	66486716
CCDC197	chr14	93987225	94008863	+	93997269	93997293
CCDC198	chr14	57469300	57493867	-	57483250	57483300
CCDC200	chr17	43216941	43305397	-	43226297	43226347
CCDC25	chr8	27733316	27772653	-	27748498	27748548
CCDC28A	chr6	138773769	138793319	+	138773768	138773818
CCDC3	chr10	12896625	13099652	-	13099602	13099652
CCDC32	chr15	40528683	40565057	-	40564985	40565035
CCDC33	chr15	74202705	74338316	+	74318569	74318619
CCDC34	chr11	27330827	27363234	-	27363184	27363234
CCDC38	chr12	95867048	95942635	-	95869752	95869802
CCDC39	chr3	180602858	180684942	-	180870955	180871005
CCDC40	chr17	80036632	80100613	+	80036635	80036691
CCDC42	chr17	8729935	8745219	-	8744737	8744787
CCDC43	chr17	44673069	44689779	-	44689729	44689779
CCDC47	chr17	63745255	63776351	-	63773520	63773570
CCDC50	chr3	191329085	191398659	+	191361102	191361152
CCDC51	chr3	48432164	48440456	-	48440095	48440119
CCDC54	chr3	107377439	107378635	+	107377193	107377243
CCDC57	chr17	82101460	82212830	-	82212780	82212830
CCDC59	chr12	82223681	82358805	-	82358359	82358409
CCDC6	chr10	59788747	59906556	-	59812678	59812728
CCDC60	chr12	119334712	119541040	+	119334711	119334761
CCDC61	chr19	45995461	46021318	+	45995460	45995504
CCDC62	chr12	122774526	122827528	+	122776557	122776607
CCDC63	chr12	110846769	110907535	+	110846959	110847009
CCDC65	chr12	48904110	48931840	+	48904132	48904198
CCDC66	chr3	56557161	56621837	+	56558854	56558904
CCDC68	chr18	54901509	54959461	-	54942900	54942950
CCDC69	chr5	151181052	151224093	-	151205427	151205477
CCDC7	chr10	32446140	32882874	+	32446139	32446189
CCDC70	chr13	51861969	51866232	+	51861980	51862030
CCDC71	chr3	49162535	49166331	-	49166271	49166321
CCDC71L	chr7	106654360	106661158	-	106660946	106660996
CCDC73	chr11	32602721	32794662	-	32794560	32794610
CCDC74A	chr2	131527675	131533666	+	131527832	131527882
CCDC74B	chr2	130139287	130145134	-	130145033	130145083
CCDC77	chr12	389273	442642	+	401636	401684
CCDC78	chr16	722582	726954	-	726406	726456
CCDC8	chr19	46410329	46413564	-	46413534	46413584
CCDC80	chr3	112596797	112649530	-	112610230	112610280
CCDC81	chr11	86374736	86423109	+	86374886	86374941
CCDC82	chr11	96349241	96389956	-	96389873	96389923
CCDC83	chr11	85855101	85920021	+	85855396	85855446
CCDC85A	chr2	56183990	56386172	+	56184122	56184172
CCDC85B	chr11	65890673	65891635	+	65890111	65890161
CCDC85C	chr14	99500190	99604207	-	99580076	99580126
CCDC86	chr11	60842113	60851081	+	60842144	60842194
CCDC87	chr11	66590176	66593063	-	66593033	66593083
CCDC88A	chr2	55287842	55419895	-	55419806	55419921
CCDC88B	chr11	64340204	64357534	+	64341605	64341655
CCDC88C	chr14	91271323	91417844	-	91291021	91291071
CCDC89	chr11	85683848	85686195	-	85686227	85686277
CCDC9	chr19	47255980	47273701	+	47257531	47257589
CCDC90B	chr11	83259081	83286390	-	83286340	83286390
CCDC91	chr12	28133249	28581511	+	28257199	28257245
CCDC92	chr12	123918660	123972831	-	123943445	123943495
CCDC92B	chr17	2720801	2749652	-	2723897	2723947
CCDC93	chr2	117915478	118014133	-	118014083	118014133
